metadata: deco UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: decoration,overview: description,overview: type,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: dedicatee name(s),people: dedicatee ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: other name(s),people: other ID(s),orgs: name(s),orgs: ID(s),places: name(s),places: ID(s),bibliography: bibl(s),bibliography: ref(s),bibliography: ref URI(s)
Indian Drawings 12_deco_50,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,393284 373267 351248 332230 26104 24104 28104 2694 20092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_51,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,399274 368244 220168 193141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_52,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,395271 376255 320215 284162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_53,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,402280 373248 224153 195125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_54,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,394268 369244 172113 15191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_55,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,393273 358238 238166 208128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_56,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,388270 365244 164145 114123 29123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_57,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,393270 365238 235155 210130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_58,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,387267 361243 235135 213123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_59,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,403277 371246 15888 13166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_60,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,401274 367246 165108 14081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_61,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,383270 349239 247151 218130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_62,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,380264 355238 177104 15380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_63,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,383268 344233 251146 218114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_64,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,383265 357240 177109 15484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_65,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,395276 364244 124102 9872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_66,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,390270 361244 184106 16085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_67,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,403273 372246 175126 149101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_68,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,395267 370244 234143 213120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_69,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,398270 368243 270194 247170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_70,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,388277 365250 245180 218152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_71,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,393270 365238 235155 210130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_72,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,387272 361244 199111 17677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_73,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,398273 370244 210165 176143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_74,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,393270 362237 195111 16684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_75,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,386270 352237 197135 168106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_76,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,386268 360242 214128 15688 3580 19114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_77,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,400274 365241 181135 151104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_78,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,393265 365241 230130 182108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_79,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,388268 355238 257184 228160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_80,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,390268 355237 252183 226160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_81,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,400274 372247 266185 238161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_82,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,398266 362235 180120 15090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_83,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,388260 360234 194130 172107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_84,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,387262 359232 160128 132100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Drawings 12_deco_85,manuscript_13826,,Indian Drawings 12,,manuscript,,Indian_Drawings_12,,"Boards lavishly decorated with central scalloped mandorlas, detached pendants, cornerpieces, surrounded by cartouche borders, all blocked in gold. Vertical lines connnect the central decoration, embellished with hand-painted raidiating lines and flourishes, with the same added to the surrounding margin. Gold ruled double lines connnect the cornerpieces and define the intermediate margin, dyed brown for contrast, with the same again connected the surrounding cartouches. Comparatively wide gold ruling surrounds the board margins, now largely abraded.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_780_deco_1,manuscript_7286,,Persian_MS_780,,manuscript,,Persian_MS_780,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_794_deco_1,manuscript_7300,,Persian_MS_794,,manuscript,,Persian_MS_794,,Spine titled Fihrist-i Kutub in nasta‘līq script in yellow.,binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pashto_MS_2_deco_1,manuscript_6566,,Pashto_MS_2,,manuscript,,Pashto_MS_2,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_743_deco_1,manuscript_7247,,Persian_MS_743,,manuscript,,Persian_MS_743,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_757_deco_1,manuscript_7261,,Persian_MS_757,,manuscript,,Persian_MS_757,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_83_deco_1,manuscript_7337,,Persian_MS_83,,manuscript,,Persian_MS_83,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_582_deco_1,manuscript_7081,,Persian_MS_582,,manuscript,,Persian_MS_582,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_569_deco_1,manuscript_7067,,Persian_MS_569,,manuscript,,Persian_MS_569,,"Margins ruled in yellow outlined with thin internal single red and external double black lines, surrounded by another comparatively thick dark blue single line, the last repeated again on the outer margins.",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_569_deco_2,manuscript_7067,,Persian_MS_569,,manuscript,,Persian_MS_569,,"Likely unsupported sewing, subsequently resewn at five stations. Neither evidence of recent trimming nor endbands. The edges of the pasteboards partially hemmed in brown goatskin leather faced with vivid combed marbled paper, with the spine and part of the head edge later replaced. Internal pastedowns of the same marbled paper as used on the exterior, with hinges of later British-made 'Spanish' wave-patterned marbled paper, and a later cream-coloured machine-made European mould-made flyleaves, added when rebacked.",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_68_deco_1,manuscript_7183,,Persian_MS_68,,manuscript,,Persian_MS_68,,"Boards decorated with gilt triple-fillet margins on the boards, zigzag designs on the board edges, and headcaps with a thick-and-thin line decorative palette. The spine panels paeletted with gilt double-fillets, with arc-and-dart and dotted-lotus decorative palettes at the tail. Two black skiver leather labels applied to the 2nd and fourth panel down from the top titled LES FABLES DE BIDPAÏ OU KÈLILÈ ET DÉMÉNÉ and MANUSCRIT PERSAN ECRIT EN- 606. DEL' HÉGIRE.leatherLES FABLES DE BIDPAÏ OU KÈLILÈ ET DÉMÉNÉMANUSCRIT PERSAN ECRIT EN- 606. DEL' HÉGIRE",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_68_deco_2,manuscript_7183,,Persian_MS_68,,manuscript,,Persian_MS_68,,"Folio bears a partially obliterated, pointed oval-shaped seal impresion, intaglio carved with the imperial ṭughrā (Modern Turkish= tuğrâ of the Ottoman ruler Sultan Beyāzīd II (b. 1447, r. 1481–1512) (see Kut and Bayraktar and also Necipoğlu, Kafadar, and Fleischer): ًبايزيد بن محمد خان المظفر دائما Bāyzīd bin Muḥammad Khān, al-Muẓaffar da'īmān 13.521",stamp,1a,1a,1a,,,,,,,,,,,,,,,,,"Sultan Beyāzīd II (b. 1447, r. 1481–1512)",person_280144782720203542620,,,,,,,,,,pointed oval-shaped seal impresion,"https://image.digitalcollections.manchester.ac.uk/iiif/MS-PERSIAN-00068-000-00037.jp2/775,5712,743,536/full/0/default.jpg"
Persian_MS_68_deco_3,manuscript_7183,,Persian_MS_68,,manuscript,,Persian_MS_68,,"The bears an undated oval seal impression, possibly 17th century, of one Gul Muḥammad, intaglio carved in a single line of nasta‘liq script: العبد الراجي گل محمد al-‘Abd al-Rājī Gul Muḥammad 1421",stamp,final right endleaf b side (folio xvib),xvib,xvib,17th century,,1600,1699,,#Gregorian,,,,,,,,,,,,,,,Gul Muḥammad,person_f6431,,,,,,undated oval seal impression,"https://image.digitalcollections.manchester.ac.uk/iiif/MS-PERSIAN-00068-000-00035.jp2/959,1624,727,520/full/0/default.jpg"
Persian_MS_68_deco_4,manuscript_7183,,Persian_MS_68,,manuscript,,Persian_MS_68,,"The , a later endpaper added after prior restoration, bears a partially legible ovoid seal impression of one ‘Abbās ‘Alī. 1016",stamp,first left flyleaf a side (f. xviia),xviia,xviia,,,,,,,,,,,,,,,,,‘Abbās ‘Alī,person_f6432,,,,,,,,,,a partially legible ovoid seal impression,"https://image.digitalcollections.manchester.ac.uk/iiif/MS-PERSIAN-00068-000-00411.jp2/743,1840,599,584/full/0/default.jpg"
Persian_MS_541_deco_1,manuscript_7038,,Persian_MS_541,,manuscript,,Persian_MS_541,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_1,manuscript_6897,,Persian_MS_40,,manuscript-composite,,Persian_MS_40,,"Boards originally blocked with central scalloped mandorlas, engraved with central sextfoils surrounded by floral palmette finials, along with detached flanking pendants engraved with the binder's name, and similarly decorated corners. The central Decoration outlined in white, with radiating scrollwork flourishes, bounded by a single-ruled white line along the perimeters. When restored, a presumably British bookbinder paletted panel lines and floral decoration on the spine, titled it GERBEH MOOSH, in gold, and decorated the board perimeters with decorative rolls engraved with floral scrollwork, rope designs, and diagonal thick-and-thin dotted lines on the interior dentelles, all in gold, in circa 1800.whiteGERBEH MOOSHgoldgold1800 Vividly handpainted endpapers, likely completed with the main volume in the Indian subcontinent feature pink birds set within floral scrollwork on a yellow ground, bounded by wide silver marginal ruling, outlined with thin, single red lines on either side, surrounded by a single white ruled line, and mounted on hand-coloured black paper. Due to restoration of the volume, these now comprise the third and fourth right (ff. iii–iv) and corresponding fifth and sixth left (ff. v–vi) flyleaves. The restorer subsequently added further stiff-leaved, Stormont-patterned endpapers with large gray spots over bright milori blue, green, red, and black veins, adhered to ivory-coloured paper that bears a Britannia watermark on the second to last left flyleaf (f. vii), with the second right flyleaf (f. ii) countermarked Durham & Co., 1796, at that time owned and operated by William Durham (d. 1803) together with his son John Durham (d. 1799) in Postlip, Glousctershire.Indian subcontinentsilverpaperpaperBritanniaDurham & Co., 1796Durham & Co.1796William Durham (d. 1803)John Durham (d. 1799)Postlip, Glousctershire",binding,,,,1800; 1796,1796,1796 1796,1806 1796,medium,#Gregorian,,,,,,,,,,,,,,,,,,,"Indian subcontinent; Postlip, Glousctershire",,,,
Persian_MS_40_deco_2,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.",Page The cat kills one mouse while a man smokes waterpipe. 87115,illustration,2,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_3,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.","Page : The mice honour the cat, whom then kills one while four others flee.78114",illustration,3,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_4,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.",Page : The cat kills a mouse while four others flee. 74114,illustration,4,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_5,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.",Page : The mice and cats battle. 77114,illustration,5,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_6,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.",Page : The mice visit the king of the cats. 80118,illustration,6,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_7,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.",Page : The mice honour the king of the cats. 61115,illustration,7,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_8,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.",Page : The cat kills a mouse. 78115,illustration,8,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_9,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.",Page : Confrontation between mice and cats. 73115,illustration,9,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_10,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.",Page : The mice take the cat prisoner. 78115,illustration,10,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_11,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.",Page : The mice bring the cat to trial. 75111,illustration,12,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_12,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.",Page : The mice execute the cat by burning him alive on a pyre.78112,illustration,13,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_40_deco_13,manuscript_6897,,Persian_MS_40,,part,,manuscript_6897-part1,"Illustrations: Eleven illustrations, likely rendered by an unidentified commercial late 18th-century painter.","Vertical column dividers and horizontal section breaks ruled gold outlined with single bright red lines. Illustrations also outlined with single bright red lines. Surrounding gold marginal ruling throughout, outlined with thin single interior and double exterior black lines, surrounded by a dark, partly oxidizes red lines.",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_227_deco_1,manuscript_6710,,Persian_MS_227,,manuscript,,Persian_MS_227,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_233_deco_1,manuscript_6717,,Persian_MS_233,,manuscript,,Persian_MS_233,,Double-ruled in gold outlined in black and blue.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_233_deco_2,manuscript_6717,,Persian_MS_233,,manuscript,,Persian_MS_233,,Title and volume numbers titled in Latin on the spine.,binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_555_deco_1,manuscript_7052,,Persian_MS_555,,manuscript,,Persian_MS_555,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_54_deco_1,manuscript_7036,,Persian_MS_54,,manuscript,,Persian_MS_54,,"Board exteriors painted with elaborate floral bouquets on grounds that contains iridescent, finely ground mica or nacre particles. The internal doublures feature a central narcissuses, with floral garlands underneath, and butterflies on either side, painted on red grounds. The rebacked spine tooled with a foliate decorative roll on the exterior in gold, with a floriate decorative roll in blind on the interior hinges.micanacregold",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_2_deco_1,manuscript_6679,,Persian_MS_2,,manuscript,,Persian_MS_2,,300 miniatures and diagrams in a provincial version of the contemporary early seventeenth-century Isfahan style.,illustration,,,,early seventeenth-century,,1601,1650,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_2_deco_2,manuscript_6679,,Persian_MS_2,,manuscript,,Persian_MS_2,,"Eighteenth-century European binding of plain suede leather, inscribed with 'AJAYB AL MAKHLOOKAT' in ink on the spine.",,,,,Eighteenth-century,,1701,1800,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_384_deco_1,manuscript_6883,,Persian_MS_384,,manuscript,,Persian_MS_384,,"Boards decorated with single and double ruled lines in yellow, one about 10 mm in from the edges and the other surrounding perimeters of the boards, with the outer perimeters and spine dyed black. Title written on an acotagonal paper label in nasta‘līq applied to the spine.",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_384_deco_2,manuscript_6883,,Persian_MS_384,,manuscript,,Persian_MS_384,,"Rectangular seal impression ofthe library of Nāṣir al-Dīn Ḥaydar Shāh (b. 1803, r. 1827–1837) dated 1244 AH (1828–29 CE), inscribed with his title Sulaymān Jāh: خوش است مهر کتبخانه سلیمان جاه * بهر کتاب مزین چو نقش بسم الله، ١٢۴۴ Khvush ast muhur-i kitābkhānah-'i Sulaymān Jāh bahr-i kitāb; muzayyin chaw naqsh-i basmallah, 1244 (The seal of the library of Sulaymān Jāh is good; it embellishes the book like the design of a basmallah, 1244).Khvush ast muhur-i kitābkhānah-'i Sulaymān Jāh bahr-i kitāb; muzayyin chaw naqsh-i basmallah, 1244 Khvush ast muhur-i kitābkhānah-'i Sulaymān Jāh bahr-i kitāb; muzayyin chaw naqsh-i basmallah1244 The seal of the library of Sulaymān Jāh is good; it embellishes the book like the design of a basmallah, 1244basmallah1244 1737",stamp,,,,1244 AH (1828–29 CE); 1244 ; 1244,,1828 1828-07-14 1828-07-14,1829 1829-07-02 1829-07-02,,#Hijri-qamari,,,,,,,,,,,"Nāṣir al-Dīn Ḥaydar Shāh (b. 1803, r. 1827–1837)",person_265857376,,,,,,,,,,,
Persian_MS_384_deco_3,manuscript_6883,,Persian_MS_384,,manuscript,,Persian_MS_384,,"Rectangular seal impression surmounted by the royal emblem of Awadh, of Amjad ‘Alī Shāh (b. 1801, r. 1842–1847) dated 1260 AH (1844–45 CE): ناسخ هر مهر شد چون شد مزین بر کتاب * خاتم امجد علی شاه زمان عالیجناب، ١٢٦٠ Nāsukh har muhur shud chun shud muzayyin bar kitāb; khātim-i Amjad ‘Alī Shāh zamān-i ‘Ālījanāb, 1260 (Every [prior] seal became cancelled since the book became embellished by the seal of Amjad ‘Alī Shāh in the era of his Sublime Majesty, 1260).Nāsukh har muhur shud chun shud muzayyin bar kitāb; khātim-i Amjad ‘Alī Shāh zamān-i ‘Ālījanāb, 1260Nāsukh har muhur shud chun shud muzayyin bar kitāb; khātim-i Amjad ‘Alī Shāh zamān-i ‘Ālījanāb1260Every [prior] seal became cancelled since the book became embellished by the seal of Amjad ‘Alī Shāh in the era of his Sublime Majesty, 12601260 5345",stamp,,,,1260 AH (1844–45 CE):; 1260; 1260,,1844-01-22 1844-01-22 1844-01-22,1845-01-09 1845-01-09 1845-01-09,,#Hijri-qamari,,,,,,,,,,,"Amjad ‘Alī Shāh (b. 1801, r. 1842–1847)",person_9680150325559110090006,,,,,,,,,,,
