metadata: item UID,metadata: item ID,metadata: item n,metadata: file URL,metadata: ms ID,metadata: shelfmark,metadata: collection,metadata: ms type,metadata: part name,metadata: part ID,metadata: nest level,locus: locus,locus: from,locus: to,locus: inferred end,length: est fols,length: est cols,length: est lines,length: est % of ms,length: est % of part,work: title,work: title type,work: work ID,work: standard title(s),work: class(es),work: associated subject(s),work: subject URI(s),work: theology,work: documents,work: bible,work: literature,work: science,work: liturgy,work: history,work: law,work: philosophy,work: hagiography,work: medicine,work: christian literature,work: sermons,work: classical literature,work: monasticism and religious orders,work: grammar,work: clergy,work: rhetoric,work: geography,work: natural history,work: politics and government,work: music,work: indexes,work: conduct,work: heraldry,work: magic,work: bibliography,work: recreation,author: name(s),author: standard name(s),author: ID(s),language: text lang(s),language: main,language: other,paratext: incipit,paratext: explicit,paratext: rubric(s),paratext: rubric note(s),paratext: final rubric(s),paratext: final rubric note(s),bibliography: note(s),bibliography: bibl,bibliography: repertory/ies,bibliography: edition(s),bibliography: commented on,bibliography: related,bibliography: commentary/ies,bibliography: bible,bibliography: ms(s),bibliography: IMEV,bibliography: IMEV URI(s),bibliography: WIC,bibliography: WIC URI(s)
WMS_Arabic_592_item_2,WMS_Arabic_592-item2,2.0,manuscript_16236,WMS_Arabic_592,,,manuscript,,WMS_Arabic_592,1,ff. 74r-80r,,,,,,,,,Short Qurʾānic exegetical text,desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Arabic,ar,,f.74v.1 بٮٮم الله الرّحمن الرّحيم f.74v.1 قوله الرّحمن نزل حين قال المشركون وما الرّحمن ما نعرف الرّحمن الاّ مُسَيْلَمةُ الكذّاب فاخبر الله تعالى عن نفسه فقال الرّحمن وهو اّية عند البعض لانّه خبر مبتداء محذوف اى الله الرّحمن او هو مبتداء خبره,f.80r.11 تبارك اسم ربّك ٮع تَعَاظَم رَبِّك عن يكون له شريك فى خلق الاشياء من النّعم وغيرها والاسم مقحم قوله ذى الجلال بالرّفع صفة وبالجرّ صفة ربّك اى ذو ارتفاع القدرة من سمّات المحدثات وذى الاكرام اى الذّى يكرم عبيده الموّحدين بالتجاوز عن السيئات ورفع الدّرجات,,,,,,,,,,,,,,,,,
WMS_Arabic_592_item_3,WMS_Arabic_592-item3,3.0,manuscript_16236,WMS_Arabic_592,,,manuscript,,WMS_Arabic_592,1,ff. 80v-85v,,,,,,,,,Short Qurʾānic exegetical text,desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Arabic,ar,,f. 80v.1 بٿٿم الله الرّحمن الرّحيم f. 80v.1 بٿٿم الله الرّحمن الرّحيم اذا وقعت الواقعة اى اذا قامت القيمة وسمّيت واقعةً لانّها تقع لا محالة ليس لوقعتها اى لمجيئها كاذبة اى ليس نفس تكذّبها لانّ كلّ نفس حنئذ مؤمنةُُ صادقة مصدّقة,f. 85v.4 وتصلية الجحيم اى دخولها وهي ما عظيم من الّنار انّ هذا اى الذّى ذكر من خير القرأن لهو الحق اليقين لحقيقة اليقين الذّى هو علم بلا شك لا خلف فيه فسبّح اى فيا محمّد انت سبّح ، باسم ربّك العظيم او نزّهه عمّا يقول المشركون من الشرك والٿٿّوء قال ء م من قال سبحان الله العظيم وبحمده عزست له نخلة فى الجنّة وعنه من قراء ليلا ونهارا لم تصبه فاقة ابدء يعنى فقراء,,,,,,,,,,,,,,,,,
WMS_Arabic_592_item_4,WMS_Arabic_592-item4,4.0,manuscript_16236,WMS_Arabic_592,,,manuscript,,WMS_Arabic_592,1,ff. 86v-88r,,,,,,,,,Bad' al-amālī; بدء الامالى f.86v.2 ; Qaṣīdat al-amalī,original,work_1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ūshī, ʻAlī ibn ʻUthmān‏ ‎d. active 12th century الأوشي، علي بن عثمان",,person_73714245,Arabic,ar,,f.86v.1 بسْم الله الرّحمن الرّحيم f.86v.2 يقول العبد فى بدء الامالى لتوحيد بنظم كاللّآلى اله الخلق مولنا قديم وموصوف باوصاف الكمال هو الحّى المدّبر كلّ امر هو الحّق المقدّر ذو الجلال,f.88r.7 لعلّ الله يعفوه بفضل ويعطيه السعادة فى المال وانى الدّهر ادعو كُنْهُ وُسْعِى لمن بالخير يوما قد دعالى فرحمة الله عليه وقد من ستره وَرزقنا من علومه ومعارفه,,,,,"Although the author's name is not mentioned in this copy, it has been identified as Qaṣīdat al-amalī.",,,,,,,,,,,,
WMS_Arabic_592_item_5,WMS_Arabic_592-item5,5.0,manuscript_16236,WMS_Arabic_592,,,manuscript,,WMS_Arabic_592,1,ff. 88r-96v,,,,,,,,,Poetic exegesis,desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Persian,fa,,f.88r.10 بِسْمِ اللهِ الرّحمن الرّحيم f.88r.14 ثناء سلطا ندر الحمد لله دزر ديوانى هرشام سحركاه نه زيبا افضل خلقك صلاتى ايكى دنياده مستلزيم نجاتى عجب تحف صلات ارباب حاله رسول الله تبعيتله آله f.88r.17 بيان سبب تالف رسالة المنظو على الوافر خطور ابلردى قلب كاه كاه عنايت ايلسه فضل الهى عقايد انجو سندن بر قلاده ايدم زينت عروسى اعتقاده,f.96v.19 اذا احسّت فى لفظ قصور ووَهْناً فى بيان للمعانى اذا ادركت فى لفظ قصور ووهنا فى بيان للمعانى فلا نقصان قضى ان وقصى على مِقدار تنشيط الزمانى,,,,,,,,,,,,,,,,,
WMS_Arabic_592_item_6,WMS_Arabic_592-item6,6.0,manuscript_16236,WMS_Arabic_592,,,manuscript,,WMS_Arabic_592,1,ff. 97v-111v,,,,,,,,,Qaṣīdat al-burdah; قصيدة البردة; al-Kawākib al-durrīya fī madḥ khayr al-barrīyah,alt,work_21179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd,‏ ‎d. 1213?-1296? البوصيري، شرف الدين محمد بن سعيد",,person_90042754,Arabic,ar,,f.97v.1 بسم الله الرّحمن الرّحيم وبه نستعين f.97v.2 اَمِنْ تَذَكّرُ جيراَنٍ بِذى سَلَمِ مَزَجْتَ دَمْعًا جرَىَ مِنْ مُقْلَةٍ بِدَمِ ذكر اتد ككدنمى كوكل باران ذى سلم مزحَج ايلديك ديده دن جىىآِب دمى,f.111v.3 واَلْطُفْ بِعَبْدِكَ فى الدَارَيْنِ اَنِّ لَهُ صَبْراً مَتىَ تَدْعُهُ اْلاَهْواَلَ يَنْهَزِمِى وَأْذَنْ لِسَحْبٍ صَلوةٍ مِنْكَ دَائِمَةً عَلى النى بِمنُهَلٍ ومنُسَجِمٍ وَاْلآلِ وَالصَحْبِ ثم التَابِعَين لَهُمْ اَهْلُ التّقى وَالنَّقى والحُلِمِ وَالكَرِمَ ما رنحنّت عذبات البان رُيحُ الصَبا وَاَطْرَبَ اْلَعيسٍ حادى العيس بالنغم,,,,,"Although the title and the author of the work are not mentioned in this copy, it has been identified as Qaṣīdat al-burdah.",,,,,,,,,,,,
MS_Arabic_80_item_1,MS_Arabic_80-item1,1.0,manuscript_15727,MS_Arabic_80,,,manuscript,,MS_Arabic_80,1,,,,,,,,,,Kitāb al-Qānūn fī al-ṭibb; كتاب القانون في الطبّ 293b,,work_1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avicenna, d. 980-1037 ابو على الحسين ابن عبد الله ابن سينا",,person_89770781,Arabic,ar,,Fol. 1b.1 بسم اللّه الرحمن الرحيم صلى اللّه على سيدنا محمد نبڻه الكريم وعلى اله Fol. 1b.2 الحمد للّه حمدًا يستحقه على سبوغ احسانه وصلواته Fol. 1b.3 وَبَعدُ فَقَدْ التمسَ منّى خلّصُ اخوانى ومن يلزمنى اسعافه بما يسمحُ به وَسعىِ َن اصنّف كتابًا فى الطبّ مشتملًا على قوانينه,Fol. 293b.8 في الاصول الكلْ_يّة لصْ_نأعة الطْ_بّ كافيًا ولڻاخد فى تصنيف كتابنا فى الادْويه المفردة واللّه المستعانُ,,,,,The first book of Avicenna's Canon.,,,,,,,,,,,,
MS_Arabic_80_item_2,MS_Arabic_80-item2,2.0,manuscript_15727,MS_Arabic_80,,,manuscript,,MS_Arabic_80,1,,,,,,,,,,Kitāb al-Qānūn fī al-ṭibb; كتاب القانون في الطبّ 294b,,work_1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avicenna, d. 980-1037 ابو على الحسين ابن عبد الله ابن سينا",,person_89770781,Arabic,ar,,Fol. 294b.1 بسم الله الرحمن الرحيم Fol. 294b.2 وبعد حمد الله والڻن^ا عليه بما هُو أهله والصلوة على أنبڻايه اجْمعينفان هذأ الكڻأب هو ڻانى الكتُڀ الّتى صڻفڻأها فىْ_ الطبّ ألتىْ_ الاوولء منها هوُ في ألحكأم الكليّه مْ_ن الطّبّ واڻڻأنى منها هُو هذا الكْ_ڻأب آلمجمُوع فى الأدوية المفرده وقسمنا هذا الكڻأب مقالتين الاُولي مْ_نهما فىْ_ القوانين الطّبيعية اللتىْ_ ڻُحب ان ڻعرف من أمر الطّبْ والڻانية منهما في قوى الأدويه المفرده الجزئية,Fol. 314a.8 ونهمل ذكر أدوي لسنأ ڻڦڦ Read: نقف . منها الأعلي اسأمي فقط ونرنب Read: نرتب . الألو^اح المذكُوره damaged]... اغها وڻدل اولًا علي عده امرأ [damaged]... وعلي صنع كل مرض مشڻه أللّه تعألي [damaged]... والحمدُ للّه ربّ العألمين,,,,,"Incomplete version of the second book of Avicenna's Canon.; In some instances the divisions in the MS are identified as فصل instead of the conventional مقالة, cf. e.g. fol. 298b.7 etc.",,,,,,,,,,,,
WMS_Arabic_182_item_1,WMS_Arabic_182-part1-item1,,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,1,,,,,,,,,,Ghunyat al-mustafīd fī al-ḥukm ʿalá al-mawālīd; غنية المستفيد فى الحكم على المواليد fol.91a.13,original,work_9965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maghribī, Muḥyī al-Dīn,‏ ‎d. -approximately 1281‏ محيى الدين المغربي",,person_90444131,Arabic,ar,,fol.1b.1 بسم اللهِ الرّحمں الرحيم fol.1b.2 الحمد لله ربّ العالمين والعاقبة للمتقين fol.1b.3 قال العبد الفقير الى رحمة الله تعالى ٮحيى ٮن ابى السكر المغربى الاندلسى قد ذكرت فيما تقدم من هذا الكتاب نبذا مما يجب تقديمه من المعانى المدخلية الى معرفة التاثيرات النجومية فى الاشخاص الانسانية والمواليد الطبيعيه فاتبعته بذكر ما جمعته من الاحكام على المواليد وانتخبت فيه اراء الحكماء المتقدمين والفضلاء المتاخرين ورتبت كل قضية منها فى موضع يليق بها من هذا الكتاب ورتبته على ثلاث مقالات وكل مقالة منها مشتملة على فصول,fol.90a.11 وفى الثانى عشر يقل اعداؤه ولا يجهرون له بعداوة وسلم من شرهم,,,,,Prediction of destinies according to birth.,,,,,,,,,,,,
WMS_Arabic_182_item_1,WMS_Arabic_182-part1-item1-item1,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.1b.10,,,,,,,,,المقالة الاولى من هذا الكتاب وهى عشر فصول,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_2,WMS_Arabic_182-part1-item1-item2,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.1b.10,,,,,,,,,فصل فى ذكر دلالات الكواكب والبروج على حلية المولود وصفته ويعلم ذلك من فى الطالع و من الكوكب الحال فيه والمستولى عليه,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_3,WMS_Arabic_182-part1-item1-item3,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.2b.2,,,,,,,,,فَصل واما تشريق الكواكب فانه يصير الابدان اعظاما وتغريبها يصيرها صغارا والوقوف لرجعة يصيرالابدان قوية,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_4,WMS_Arabic_182-part1-item1-item4,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.2b.14,,,,,,,,,فصل واما اختلاف الخلقة وعظمها واعتدالها وصغرها فيعرف من فى البروج الدالة عليها والشبيهة بها,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_5,WMS_Arabic_182-part1-item1-item5,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.3a.12,,,,,,,,,فصل المولود برج الجوزاء او السنبلة او الميزان و نصف اول القوس والدلو دليل المولود فيها يدل على حسن العقل والحلم,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_6,WMS_Arabic_182-part1-item1-item6,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.3b.1,,,,,,,,,فصل فى ذكر القول على طبع المولود وحليته وشهوته وذلك انه متى كان طالعه من البروج المنقلبة فانه محب الجماعات,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_7,WMS_Arabic_182-part1-item1-item7,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.3b.14,,,,,,,,,فصل فاما الصور الفلكية الطالعة مع البروج والكواكب فان لها اختلافا عظيما فى الخلقة والتاثير والشبه لا يدركه الوهم,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_8,WMS_Arabic_182-part1-item1-item8,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.5a.1,,,,,,,,,المقالة الثانية فى ذكر الاحكام الكلية ويشتمل على احد عشر فصلا,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_9,WMS_Arabic_182-part1-item1-item9,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.5a.2,,,,,,,,,الفصل الاول منها فى ذكردلالات الكواكب فى البروج زحل فى برج الحمل فانه يدل على ان المولود يكون سئ الحال,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_10,WMS_Arabic_182-part1-item1-item10,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.14a.4,,,,,,,,,الفصل الثانى فى ذكر بعض دلالات الكواكب فى حدود بعضها حلول زحل فى حده يدل على ان المولود يكون عظيم القدر كثير المال,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_11,WMS_Arabic_182-part1-item1-item11,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.17a.16,,,,,,,,,فصل دلالات الكواكب الثابتة اذا كانت فى حدود مراكز الاوتاد او مع احد الكواكب السيارات,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_12,WMS_Arabic_182-part1-item1-item12,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.19a.16,,,,,,,,,الفصل التاسع فى ذكر بعض دلالات الكواكب ٮحسب اتصال بعضها ببعض نظر زحل الى المشترى من عداوة يدل على ان المولود يكون معروفا فى المبانى والعمارات,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_13,WMS_Arabic_182-part1-item1-item13,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.24a.9,,,,,,,,,الفصل العاشر فى ذكر دلالات مواليد الملوك والسعدا كون القمر فى وسط السماء والشمس فى الطالع يدل على ان المولود يروس على امم ومدائن,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_14,WMS_Arabic_182-part1-item1-item14,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.25b.4,,,,,,,,,المقالة الثالثه فى ذكر دلالات البيوت الاثنى عشر وما يتعلق ٮها من احوال المولود فى اثنى عشر فصلا,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_15,WMS_Arabic_182-part1-item1-item15,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.25b.5,,,,,,,,,الفصل الاول فى ذكر دلالات البيت الاول وهو الطالع قال الحكيم الفاضل بطلميوس الشمس فى المواليد دليل النفس,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_16,WMS_Arabic_182-part1-item1-item16,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.25b.10,,,,,,,,,فصل فى دلالات الكواكب فى الطالع زحل وله فيه دلالة وهو صالح الحال تدل على ان المولود يكون صاحب سكينه,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_17,WMS_Arabic_182-part1-item1-item17,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.28b.3,,,,,,,,,فصل فى ذكر دلالات رب الطالع بحسب حلوله فى البيوت الاثنى عشر اذا كان صالح فانكان فى الطالع كان المولود مكرما,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_18,WMS_Arabic_182-part1-item1-item18,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.29a.1,,,,,,,,,فصل فى ذكر دلالات سهم السعادة وريه اذا كان بريا من المناحس والاحتراق يدل على صحة بدن المولود,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_19,WMS_Arabic_182-part1-item1-item19,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.29b.17,,,,,,,,,الفَصْل الثانى فيما يدل عليه البيت الثانى حلول رب بيت المال او سهمه او المشترى او الكوكب,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_20,WMS_Arabic_182-part1-item1-item20,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.30a.12,,,,,,,,,فصل اتصال المشترى الذى هو دليل المال بالطبع برب الطالع,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_21,WMS_Arabic_182-part1-item1-item21,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.30b.3,,,,,,,,,فصل فى ذكر دلالات الكواكب ٮحسب حلولها فى الثانى زحل وهو صالح الحال فانه يزيد فى ماله,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_22,WMS_Arabic_182-part1-item1-item22,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.33b.1,,,,,,,,,الفصل الثالث دسفى دلالات البيت الثالث بحسب حلول الكوكب فيه واتصال بعضها ببعض فان المولود يكون ممن يصادق العظماء والاشراف,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_23,WMS_Arabic_182-part1-item1-item23,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.37a.11,,,,,,,,,الفصل الرابع فى ذكر دلالات البيت الرابع وما يدل عليه بحسب حلول الكوكب فيه,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_24,WMS_Arabic_182-part1-item1-item24,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.41a.7,,,,,,,,,الفصل الخامس فى ذكر دلالات البيت الخامس بحسب حلول الكوكب فيه واتصال بعضها ببعض فاما ادلة الولد فهى الخامس,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_25,WMS_Arabic_182-part1-item1-item25,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.45b.15,,,,,,,,,الفصل السّادس فى دلالات البَيت السّادس بحسب حلول الكواكب فيه,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_26,WMS_Arabic_182-part1-item1-item26,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.47b.14,,,,,,,,,فصل فى ذكر بعض دلالات الكواكب بحسب حلولها فى البيت السادس زحل فى السادس وهو مسعود يدل على سلامة المولود من الامراض,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_27,WMS_Arabic_182-part1-item1-item27,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.51a.5,,,,,,,,,الفصل السابع فى ذكر دلالات البيت السابع وما يدل عليه الكواكب بحسب حلولها فيه فانكان رب الطالع فى وتد او فى حظه كان المولود شديد الحرص على النساء,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_28,WMS_Arabic_182-part1-item1-item28,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.52a.1,,,,,,,,,فصل فى بعض دلالات الردية على امر التزويج والنكاح,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_29,WMS_Arabic_182-part1-item1-item29,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.52b.8,,,,,,,,,فصل فى ذكر الدرجات الدالة على بحسب حلول الكواكب فيها المشترى,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_30,WMS_Arabic_182-part1-item1-item30,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.53a.13,,,,,,,,,فصل فى اللواطة وغيرها نظر النحوس الى الزهرة من بروج مذكرة مع كونها فى بيت عطارد,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_31,WMS_Arabic_182-part1-item1-item31,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.58a.17,,,,,,,,,الفصل الثامن فى ذكر دلالات البيت الثامن بحسب حلول الكواكب فيه بالنهار يدل على ان المولود يكون غنيا متفضلا,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_32,WMS_Arabic_182-part1-item1-item32,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.61a.9,,,,,,,,,فصل فى ذكر بعض ادلاء الموت واسبابه انكانتكثيرة بلا نهاية كون الزهرة منحوسة فى برج الطالع,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_33,WMS_Arabic_182-part1-item1-item33,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.64a.2,,,,,,,,,الفصل التاسع فيما يدل عليه بيت التاسع حلول السعود فى التاسع يدل على السعادة الدنياوية والصلاح والعلم,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_34,WMS_Arabic_182-part1-item1-item34,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.66a.12,,,,,,,,,فصل فى ذكر بعض دلائل العلم والدين وذلك انه متى كان رب التاسع برب الطالع سعدا وهو مستقيم السير كان المولود عابدا لله تعالى ورعا,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_35,WMS_Arabic_182-part1-item1-item35,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.72a.16,,,,,,,,,الفصل العاشر فى ذكر دلالات البيت العاشر حلول العلوية فى وسط السماء يدل على مخالطة الملوك والاشراف,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_36,WMS_Arabic_182-part1-item1-item36,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.77a.15,,,,,,,,,فصل فى ذكر دلالات صناعة المولود قال الحكيم الفاضل بطلميوس فى كتابه الكواكب الدالة على صناعة المولود هى المريخ,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_37,WMS_Arabic_182-part1-item1-item37,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.80a.10,,,,,,,,,فصل فى ذكر نكت مفيدة يتعلق بالصناعات متى كان الدليل بكوكب العمل فى وسط السماء كان عمل المولود عزيزا,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_38,WMS_Arabic_182-part1-item1-item38,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.81b.4,,,,,,,,,الفصل الحاديعشرفى ذكر دلالات البيت الحاديعشر حلول السعود,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
WMS_Arabic_182_item_39,WMS_Arabic_182-part1-item1-item39,toc,manuscript_15827,WMS_Arabic_182,,,part,,WMS_Arabic_182-part1,2,fol.85b.6,,,,,,,,,الفصل الثانى عشر فى ذكر دلالات البيت الثانى عشر سقوط ارباب البيوت ومثلثات الطالع دليل الشقاء,original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ar,,,,,,,,,,,,,,,,,,,,
