metadata: item UID,metadata: item ID,metadata: item n,metadata: file URL,metadata: ms ID,metadata: shelfmark,metadata: collection,metadata: ms type,metadata: part name,metadata: part ID,metadata: nest level,locus: locus,locus: from,locus: to,locus: inferred end,length: est fols,length: est cols,length: est lines,length: est % of ms,length: est % of part,work: title,work: title type,work: work ID,work: standard title(s),work: class(es),work: associated subject(s),work: subject URI(s),work: theology,work: documents,work: bible,work: literature,work: science,work: liturgy,work: history,work: law,work: philosophy,work: hagiography,work: medicine,work: christian literature,work: sermons,work: classical literature,work: monasticism and religious orders,work: grammar,work: clergy,work: rhetoric,work: geography,work: natural history,work: politics and government,work: music,work: indexes,work: conduct,work: heraldry,work: magic,work: bibliography,work: recreation,author: name(s),author: standard name(s),author: ID(s),language: text lang(s),language: main,language: other,paratext: incipit,paratext: explicit,paratext: rubric(s),paratext: rubric note(s),paratext: final rubric(s),paratext: final rubric note(s),bibliography: note(s),bibliography: bibl,bibliography: repertory/ies,bibliography: edition(s),bibliography: commented on,bibliography: related,bibliography: commentary/ies,bibliography: bible,bibliography: ms(s),bibliography: IMEV,bibliography: IMEV URI(s),bibliography: WIC,bibliography: WIC URI(s)
Persian_MS_756_item_1,Persian_MS_756-item1,,manuscript_7260,Persian_MS_756,,,manuscript,,Persian_MS_756,1,,,,,,,,,,Miftāḥ al-janān; مفتاح الجنان,,work_6778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muḥammad Majīd Mujīr, Muḥammad محمد مجید مجیر، محمد",,person_f2580,Persian,fa,,,,,,,,,,,,,,,,,,,,
Pashto_MS_3_item_1,Pashto_MS_3-item1,,manuscript_6567,Pashto_MS_3,,,manuscript,,Pashto_MS_3,1,,,,,,,,,,Fawāʼid al-sharīʻat; فوائد الشريعت,,work_6872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Āk̲h̲ūnd Muḥammad Qāsim Muḥammad Qāsim, Āk̲h̲ūnd آخوند محمد قاسم",,person_f4604,Pashto,ps,,عجب نوري پیدا شوي د حضرت لخاندان و افغان ته را ختلي لپاک کان پر افغان تور شپه ګمراهي پر غلبه و غوث قطب شیخ علي مثال د نور ؤ,,,,,,A manual of Muslim religious observances,Mackenzie no.27,,,,,,,,,,,
Persian_MS_742_item_1,Persian_MS_742-item1,,manuscript_7246,Persian_MS_742,,,manuscript,,Persian_MS_742,1,,,,,,,,,,Jawhar al-tasmiyat; جوهر التسمیه,,work_6970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muttaqī, ʻAlī ibn ʻAbd al-Mālik ?-1567 متقي، علي بن عبد الملك",,person_6481901,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_795_item_1,Persian_MS_795-item1,,manuscript_7301,Persian_MS_795,,,manuscript,,Persian_MS_795,1,,,,,,,,,,Mas̲navī-i Ma‘navī; مثنوی معنوی,,work_20506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jalāl al-Dīn Rūmī, 1207–1273; جلال الدین رومی",,person_98930150,Persian,fa,,:(folio 1b) برگ ۱پ بشنو از نی چون حکایت میکند * و ز جدأیها شکایت میکند,برگ ۲۸۸ر (folio 288a): قصه کوته کن یک دلهای کباب * ختم کن و الله اعلم بالصواب,,,,,"Note that since another hand wrote 1101 AH, prior handlists and records provide this incorrect date for the volume's completion.; For other copies of this work held in the Rylands, see , Persian MS 1721, 72, 213, 236, 250–255 (Books I–VI), 847, 848, 926, 983 (Book I), and 984, the last being the earliest, completed in 9 Muḥarram 758 AH (2 January 1357 CE), about 85 years after the author first composed it. For critical editions, see Isti‘lāmī and Furūzānfar. For a recent English translation of the first two books based on the former edition, see Williams. For earlier translations, see Arberry, Nicholson, and Whinfield.",,,,,,,,,,,,
Persian_MS_795_item_1,Persian_MS_795-item1-item1,,manuscript_7301,Persian_MS_795,,,manuscript,,Persian_MS_795,2,1b,1b,1b,False,1.0,5.0,,,,Book One; دفتر الاوّل; Daftar-i Avval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_795_item_2,Persian_MS_795-item1-item2,,manuscript_7301,Persian_MS_795,,,manuscript,,Persian_MS_795,2,47b,47b,47b,False,1.0,5.0,,,,Book Two; دفتر دوّم; Daftar-i Duvvum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_795_item_3,Persian_MS_795-item1-item3,,manuscript_7301,Persian_MS_795,,,manuscript,,Persian_MS_795,2,89b,89b,89b,False,1.0,5.0,,,,Book Three; دفتر ثالث; Daftar-i S̱ālis̱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_795_item_4,Persian_MS_795-item1-item4,,manuscript_7301,Persian_MS_795,,,manuscript,,Persian_MS_795,2,145a,145a,145a,False,1.0,5.0,,,,Book Four; دفتر چهادم; Daftar-i Chahārum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_795_item_5,Persian_MS_795-item1-item5,,manuscript_7301,Persian_MS_795,,,manuscript,,Persian_MS_795,2,188b,188b,188b,False,1.0,5.0,,,,Book Five; دفتر خامس; Daftar-i Khāmis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_795_item_6,Persian_MS_795-item1-item6,,manuscript_7301,Persian_MS_795,,,manuscript,,Persian_MS_795,2,236a,236a,236a,False,1.0,5.0,,,,Book Six; مجلد شیشم; Mujallad-i Shīshum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_959_item_1,Persian_MS_959-item1,,manuscript_26559,Persian_MS_959,,,manuscript,,Persian_MS_959,1,,,,,,,,,,Tuḥfat al-muʼminīn; تحفة المؤمنين; Tuḥfat al-mu’minīn; تحفة المؤمنین,,work_1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ḥusaynī, Muḥammad Muʼmin, d. 1698 Tunukābunī, Muḥammad Muʼmin حسينی، محمد مؤمن بن مير محمد زمان تنكابنی ديلمی",,person_36318254,Persian Persian,fa,,برگ ۱پ (folio 1b): سبحانك اللهم يا قدوس و يا طبيب النفوس اتمم لنا انوار معرفتك و اذقنا حلاوة مغفرتك شكر شيرين شربت حياة حكيمي را جل شأنه ...,برگ ۴۴آر (folio 44Aa): طیوری که‌ بر آن نشیند پای‌بند‌ شود‌ و الله اعلم بالصواب‌،.,,,,,"For three other copies of this work held in the Rylands, see , Persian MS 77569, and 966. For a description of 238 other manuscripts of this work, see FANKHĀ.",,,,,,,,,,,,
Persian_MS_781_item_1,Persian_MS_781-item1,,manuscript_7287,Persian_MS_781,,,manuscript,,Persian_MS_781,1,,,,,,,,,,"Historical, geographical and statistical datum of Kashmir",desc,work_7366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anonymous,,person_f407,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_971_item_1,Persian_MS_971-item1,,manuscript_26571,Persian_MS_971,,,manuscript,,Persian_MS_971,1,,,,,,,,,,Ḥabīb al-Siyar; حبيب السير,,work_645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Khvānd Mīr, Ghiyās̲ al-Dīn ibn Humām al-Dīn, ca. 1475-1535? خواند مير، غياث الدين بن همام الدين Khvāndamīr خواندمير",,person_45109504,Persian,fa,,برگ ۱پ (folio 1b): الحمد الله الذی جعل للنبین لسانا علیه و بعث فی...,برگ ۴۵۰ر (folio 450a): ...مشرف باد عنوان رسایل.,,,,,"For other copies of this work held in the Rylands see, , Persian MS 165398 and 399 (3 volumes bound in two), 809, 810, 811 (3 vols), 815, 816, (3 vols. bound in 2), and 972, as well as 973, and 974 (2 vols). For a full analysis, see Bockholt. For English translations of select extracts by Henry Lushington, see Elliot and Dowson.",,,,,,,,,,,,
Persian_MS_965_item_1,Persian_MS_965-item1,,manuscript_26565,Persian_MS_965,,,manuscript,,Persian_MS_965,1,,,,,,,,,,Fatḥ′nāmah-ʼi Ṣāḥibqirānī; فتح‌نامه صاحبقرانی,,work_5002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharaf al-Dīn ʻAlī Yazdī, d. 1454; شرف الدين على يزدى ; Niẓām al-Dīn Shāmī (fl. ca. 1392–1402); نظام الدین شامی",,person_95224252 person_191145542438696641182,Persian,fa,,برگ ۱پ (folio 1b): اللهم کـما انـعمت نعمة الشروع فتممها بتوفیق التتمیم حمد و سـپاس بـی‌قیاس که از فتح‌نامه ...,برگ ۴۴۲ر (folio 442a): بعدلش جهان یکسر آراسته‌ ز کیهان رسوم بـدی کـاسته,,,,,"For other copies of the Yazdī's Ẓafarnāmah held in the Rylands, see , Persian MS 166167, 226, 372, 828, 829, 830, and 899.",,,,,,,,,,,,
Persian_MS_973_item_1,Persian_MS_973-item1,,manuscript_26573,Persian_MS_973,,,manuscript,,Persian_MS_973,1,,,,,,,,,,Ḥabīb al-Siyar; حبيب السير,,work_645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Khvānd Mīr, Ghiyās̲ al-Dīn ibn Humām al-Dīn, ca. 1475-1535? خواند مير، غياث الدين بن همام الدين Khvāndamīr خواندمير",,person_45109504,Persian,fa,,برگ ۱پ (folio 1b): ربنا اتنا من لنک رحمه و هی لنا من امر,برگ۵۷۳پ (folio 537b): ...تو زشاهان روزگار که داد.,,,,,,,,,,,,,,,,,
Persian_MS_967_item_1,Persian_MS_967-item1,,manuscript_26567,Persian_MS_967,,,manuscript,,Persian_MS_967,1,,,,,,,,,,Kullīyāt; كليات,,work_20031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saʻdī سعدى,,person_100206721,Persian,fa,,برگ ۱پ (Folio 1b): سپاس برون از مقیاس سزاوار جناب پادشاه پادشاهی,برگ ۸۹ر (Folio 89a): احوال بایجاز تمام کشمیر,,,,,"For other copies of the Kullīyāt held in the Rylands, see , Persian MS 2283, 284, 858, 859, 906, and 931.",,,,,,,,,,,,
Indian Drawings 11_item_1,Indian_Drawings_11-item1,,manuscript_13825,Indian Drawings 11,,,manuscript,,Indian_Drawings_11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_797_item_1,Persian_MS_797-item1,,manuscript_7303,Persian_MS_797,,,manuscript,,Persian_MS_797,1,,,,,,,,,,A Collection of Four Mas̱navi Poems,desc,work_3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ʻAṭṭār, Farīd al-Dīn, -approximately 1230 العطار، محمد بن إبراهيم، 513-627 هـ",,person_120724759,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_797_item_1,Persian_MS_797-item1-item1-item1,,manuscript_7303,Persian_MS_797,,,manuscript,,Persian_MS_797,2,1b,1b,123a,False,123.0,984.0,,,,Jawhar al-Ẕāt Daftar-i Avvāl,main,work_900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,Ritter identifies this as pseudograph that appeared by the 14th century.,,,,,,,,,,,,
Persian_MS_797_item_2,Persian_MS_797-item1-item1-item2,,manuscript_7303,Persian_MS_797,,,manuscript,,Persian_MS_797,2,124b,124b,242a,False,119.0,952.0,,,,Jawhar al-Ẕāt Daftar-i Duvvūm,main,work_900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_797_item_3,Persian_MS_797-item1-item2,,manuscript_7303,Persian_MS_797,,,manuscript,,Persian_MS_797,2,243b,243b,298a,False,56.0,448.0,,,,Lisān al-Ghayb,main,work_915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,"Ritter attributes this work to a 15th-century Shī‘ī poet from Tun who calls himself 'the second 'Attar' or 'the 'Attar of the age', who also probably authored the Maẓhar al-'Ajāyib as well.",,,,,,,,,,,,
Persian_MS_797_item_4,Persian_MS_797-item1-item3,,manuscript_7303,Persian_MS_797,,,manuscript,,Persian_MS_797,2,299b,299b,428a,False,130.0,1040.0,,,,Ushtur'nāmah,main,work_914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,Ritter identifies this as pseudograph that appeared by the 14th century.,,,,,,,,,,,,
Persian_MS_797_item_5,Persian_MS_797-item1-item4,,manuscript_7303,Persian_MS_797,,,manuscript,,Persian_MS_797,2,429b,429b,a,False,,,,,,Ushtur'nāmah,main,work_914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,Ritter identifies this as pseudograph that appeared by the 14th century.,,,,,,,,,,,,
Persian_MS_783_item_1,Persian_MS_783-item1,,manuscript_7289,Persian_MS_783,,,manuscript,,Persian_MS_783,1,,,,,,,,,,Ṣawlat al-Fārūqī; صوله الفاروقی,,work_7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muḥammad Bak̲h̲sh 1830-1907,,person_304244070,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_768_item_1,Persian_MS_768-item1,,manuscript_7273,Persian_MS_768,,,manuscript,,Persian_MS_768,1,,,,,,,,,,Risālah dar ikhtilājāt-i A‘z̤ā; رساله در اختلاجات اعضا,,work_7231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Imām Ja‘far Ṣādiq امام جعفر صادق(ع,,person_100648969,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_754_item_1,Persian_MS_754-item1,,manuscript_7259,Persian_MS_754,,,manuscript,,Persian_MS_754,1,,,,,,,,,,Majmā‘ al-Ṣanāyī‘; مجمع الصنایی,,work_7179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niẓām al-Dīn Aḥmad ibn Muḥammad Ṣaliḥ al-Ṣiddīqī al-Ḥusaynī نظام الدین بن محمد صالح الصدیقی الحسینی,,person_f3207,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_1,manuscript_26598-part1-part1,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part1,1,Item 1A-1,Loose_leaf_1a,Loose_leaf_1b,False,,,,,,Khulāṣat al-Ḥisāb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,,Persian,fa,,در فن حساب از تصانیف بهاءالدین املی,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_2,manuscript_26598-part1-part2,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part1,1,Item 1A-2,Loose_leaf_1a,Loose_leaf_1b,False,,,,,,Intikhāb al-Ḥisāb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,,Persian,fa,,مصنفه لطف الله مهندس لاهوری,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_3,manuscript_26598-part1-part3,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part1,1,Item 1A-3,Loose_leaf_1a,Loose_leaf_1b,False,,,,,,Dar ‘Ilm al-Ḥisāb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,,Persian,fa,,رسخية خامهٔ ضراعت عنایت احمد خیرابادی,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_4,manuscript_26598-part1-part4,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part1,1,Item 1A-4,Loose_leaf_1a,Loose_leaf_1b,False,,,,,,Ta'līf-i Kāfī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,,Persian,fa,,من مصنفات ملا قاسم کافی در علم عروض در فن,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_5,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part2,1,Item 2,Loose_leaf_2a,Loose_leaf_2b,False,,,,,,Dar Madḥ Janāb-i Khudāīgānī Ḥuz̤ūr-i Ṣaḥib-i Kumishunar Bahādur-i Dihlī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mawlavī Ẓuhūrī ‘Alī,,,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_6,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part3,1,Item 3,Loose_leaf_3a,Loose_leaf_3b,False,,,,,,Poem Celebrating George William Hamilton's Appointment as Commissioner of Delhi; Tārīkh-i tabdīlī-i Janāb Ṣāḥib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sayyid Muḥammad Ḥamīd ‘Alī Muz̤ṭar,,,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_7,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part4,1,Item 4,Loose_leaf_4-1a,Loose_leaf_4-10b,False,,,,,,Five Qaṣīdahs (Odes) Praising George William Hamilton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sayyid Muḥammad Ḥamīd ‘Alī Muz̤ṭar,,,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_8,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part5,1,Item 5,Loose_leaf_5a,Loose_leaf_5b,False,,,,,,Bāb al-Alif al-Mahmuz̄ah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic,ar,,آء ثمر شجرة الاشجار كما وهم الجوهري قاموس فصل الثناء...,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_9,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part6,1,Item 6,Loose_leaf_6a,Loose_leaf_6b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_10,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part7,1,Item 7,Loose_leaf_7a,Loose_leaf_7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hindustani,ur,,,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_11,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part8,1,Item 8,Loose_leaf_8a,Loose_leaf_8b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic,ar,,,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_12,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part9,1,Item 9,Loose_leaf_9a,Loose_leaf_9b,False,,,,,,Hadhihi mā ḥararnā fī al-athnā' wa al-du‘ā milād al-‘Ulamā Asīyatī ismuhu al-Jamīl wa-al-Jamāl fī dhīl hadhihi al-ḥamrah,,work_23500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mawlavī Ẓuhūrī ‘Alī,,,Arabic,ar,,,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_13,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part10,1,Item 10,Loose_leaf_10a,Loose_leaf_10b,False,,,,,,Two Rekhta Poems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rā'i Rājā Lāl Jī, 1838–1885",,,Hindustani,ur,,,,,,,,The same scribe also completed for Persian MS 649George William Hamilton .,,,,,,,,,,,,
Persian_MS_998_item_14,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part11,1,Item 11,Loose_leaf_11a,Loose_leaf_11b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_15,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part12,1,Item 12,Loose_leaf_12-1a,Loose_leaf_12-2b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_16,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part13,1,Item 13,Loose_leaf_13a,Loose_leaf_13b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_998_item_17,,,manuscript_26598,Persian_MS_998,,,part,,manuscript_26598-part14,1,Item 14,Loose_leaf_14a,Loose_leaf_14b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_740_item_1,Persian_MS_740-item1,,manuscript_7244,Persian_MS_740,,,manuscript,,Persian_MS_740,1,,,,,,,,,,Rutbat al-Fākhirah fī salṭanat al-dunyā wa-al-akhirah; رتبة الفاخرة في سلطنة الدنيا والاخرة,,work_6936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`Alī b. Ḥishām al-Dīn علي ابن حشام الدين,,person_f4487,Persian,fa,,,,,,,,,,,,,,,,,,,,
Pashto_MS_1_item_1,Pashto_MS_1-item1,,manuscript_6559,Pashto_MS_1,,,manuscript,,Pashto_MS_1,1,,,,,,,,,,Yūsuf Zulaykhā; يوسف زليخا,,work_20143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jāmī, 1414-1492",,person_90042997,Pashto,ps,,عنایت رب پما کړه د امید غنچه مي واکړه,,,,,,A metrical translation of Jāmī's Yūsuf va Zulaykhā. Lacks the last section and the khatimah,Mackenzie no.118,,,,,,,,,,,
Persian_MS_94_item_1,,,manuscript_7453,Persian_MS_94,,,part,,manuscript_7453-part1,1,Folios 1b–144b,1b,144b,False,144.0,288.0,,,,Risālat al-ʻaliyyah fi al-aḥādith al-nabawiyyah; al-Risālah al-ʻalīyah fī al-aḥādīs̲ al-nabavīyah; الرساله العلیه فی الاحادیث النبویه; Commentary on the Traditions of the Prophet,alt desc,work_7112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kāshifī, Ḥusayn Vāʻiẓ, -1504 or 1505 Bayhaqī, Kamāl al-Dīn Ḥusayn Vāʻiẓ Kāshifī, ‎d. -1504 or 1505 کاشفى بيهقى، کمال الدين حسين واعظ",,person_90770167,Persian,fa,,برگ ۱پ (folio 1b): الحمدالله الذی زین سماء شرف السیادت بانوار اثار سنن سید السند الامین وجعل مصابیح احادیثه العالیه مطالع انوار شمس الملة والدین....,برگ ۱۴۴پ (folio 144b): بهر ساعتش دولتی تازه ده * چو دولت دهی بیش از اندازه ده.,,,,,The author states that he completed the work in 875 AH (1475 CE).,,,,,,,,,,,,
Persian_MS_94_item_1,Persian_MS_94A-item1,1.0,manuscript_7453,Persian_MS_94,,,part,,manuscript_7453-part1,2,2b,2b,2b,False,1.0,2.0,,,,در توحید و ایمان و اسلام ونعمت وصفت اولیا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,"On oneness, faith and Islam, description and epithet of saints",,,,,,,,,,,,
Persian_MS_94_item_2,Persian_MS_94A-item1-item2,2.0,manuscript_7453,Persian_MS_94,,,part,,manuscript_7453-part1,2,21b,21b,21b,False,1.0,2.0,,,,در عبادت و آنچه متعلق بدانست,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,On Divine worship and what goes with it,,,,,,,,,,,,
Persian_MS_94_item_3,Persian_MS_94A-item1-item3,3.0,manuscript_7453,Persian_MS_94,,,part,,manuscript_7453-part1,2,43v,43b,43b,False,1.0,2.0,,,,درفضائل قران ودعوات و اذکار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,"On virtues of the Quran, prayers and praises of God",,,,,,,,,,,,
Persian_MS_94_item_4,Persian_MS_94A-item1-item4,4.0,manuscript_7453,Persian_MS_94,,,part,,manuscript_7453-part1,2,55b,55b,55b,False,1.0,2.0,,,,در مکارم اخلاق وفضایل آن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,On the excellencies of morals and their virtues.,,,,,,,,,,,,
Persian_MS_94_item_5,Persian_MS_94A-item1-item5,5.0,manuscript_7453,Persian_MS_94,,,part,,manuscript_7453-part1,2,81b,81b,81b,False,1.0,2.0,,,,در اوصاف ردیه و رذایل اخلاق,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,On wickedness and vileness of [ill] dispositions,,,,,,,,,,,,
Persian_MS_94_item_6,Persian_MS_94A-item1-item6,6.0,manuscript_7453,Persian_MS_94,,,part,,manuscript_7453-part1,2,94b,94b,94b,False,1.0,2.0,,,,آداب اهل سلطنت و امارت و ارباب شروت [ثروت],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,On the manners of the royal,,,,,,,,,,,,
Persian_MS_94_item_7,Persian_MS_94A-item1-item7,7.0,manuscript_7453,Persian_MS_94,,,part,,manuscript_7453-part1,2,104b,104b,104b,False,1.0,2.0,,,,درآنچه تعلق بازمنه و امکنه والبسه واطعمنه واشربه دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,"On whatever relates to times, places, clothes, food, and drink",,,,,,,,,,,,
Persian_MS_94_item_8,Persian_MS_94A-item1-item8,8.0,manuscript_7453,Persian_MS_94,,,part,,manuscript_7453-part1,2,125b,125b,125b,False,1.0,2.0,,,,دراحادیث متفرقه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa,,,,,,,,Miscellaneous traditions,,,,,,,,,,,,
Persian_MS_94_item_10,,,manuscript_7453,Persian_MS_94,,,part,,manuscript_7453-part2,1,145b to 188a,145b,188a,False,44.0,88.0,,,,Untitled Sufi treatise,desc,work_7113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaikh ʻAbd Allāh bin Mir Muẓaffar al-Ḥusaini al-Tirmiz̲ī (d. 1025/ 1616 or 1035/1626) شیخ عبدالله میر مظفر الحسینی الترمذي,,person_72997583,Persian,fa,,برگ ۱٨٧پ (folio 187b): فایضه: روزی ولایت علم عبدالله شکین قلم قدس سره رو بسوی موالف کرده فرمود در ایام شباب اکثر مطالعه تذکره الاولیا مینمودم...,برگ ۱۸۸پ (folio 188a): این توحید فی الجمله شرک خفی از بصیرت سالک مرتفع و مندفع میشود.,,,,,,,,,,,,,,,,,
Persian_MS_595_item_1,Persian_MS_595-item1,,manuscript_7094,Persian_MS_595,,,manuscript,,Persian_MS_595,1,,,,,,,,,,Hazl dar kadkhudā’ī-yi Kāmgār Khān; هزل در کدخدائی کامگار خان,,work_6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ni‘mat Khān ‘Alī Shīrāzī نعمت خان علی شیرازی,,person_f3212,Persian,fa,,,,,,,,,,,,,,,,,,,,
Persian_MS_80_item_1,Persian_MS_80-item1,,manuscript_7307,Persian_MS_80,,,manuscript,,Persian_MS_80,1,,,,,,,,,,Farḥat al-nāẓirīn; فرحة الناظرين,,work_800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mawlavī Muḥammad Aslam ibn Muḥammad Hafīẓ al-Farsūrūrī al-Anṣārī al-Qādirī, fl. 1770 مولوي محمد أسلم بن محمد حفيظ الفرسوروري الأنصاري القادري",,person_f2152,Persian,fa,,,,,,,,,,,,,,,,,,,,
